run_id,test_id,audio_file,category,model,backend,device,compute_type,vad_enabled,initial_prompt_enabled,is_first_request,audio_duration_seconds,transcription_seconds,real_time_factor,transcribed_text,wer,cer,full_audio_transcribed,final_sentence_present,company_names_correct,role_names_correct,important_fields_correct,hallucination_detected,speech_after_pauses_captured,observed_errors,notes
fw_small_fp16_vad_off_prompt_off__natural_voice_02,natural_voice_02,raw/natural-voice/2.wav,natural-voice,small,faster-whisper,cuda,float16,false,false,false,17.747312,0.528879,0.029800,I applied this in a serious interaction for a computer which is in a senior internship. I could not find the need to wait for the top one. So my next step is to check whether a code in my address is available.,0.542857,0.283505,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__natural_voice_03,natural_voice_03,raw/natural-voice/3.wav,natural-voice,small,faster-whisper,cuda,float16,false,false,false,24.830000,0.856901,0.034511,"I applied to pick his data solutions privately instead of for an eight-year period rule. The job requires more than six years of experience, so I do not expect to be shortlisted for the exact rule. However, after engaging with the company for a while, I may ask whether they have any junior career or internship opportunities.",0.181818,0.117834,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__natural_voice_04,natural_voice_04,raw/natural-voice/4.wav,natural-voice,small,faster-whisper,cuda,float16,false,false,false,21.672687,0.580997,0.026808,"I received a rejection from the support of the authorities through Indian. Since the company does not appear to have a dedicated hiring team, I reached out to the chief executive officer. I have received a follow-up message and will send it after the connection request is accepted.",0.155556,0.084249,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__role_jobtype_01,role_jobtype_01,raw/role-jobtype/1.wav,role-jobtype,small,faster-whisper,cuda,float16,false,false,false,12.755313,0.302173,0.023690,I applied for the generative AI engineer internship at analytics with you.,0.181818,0.069444,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__role_jobtype_02,role_jobtype_02,raw/role-jobtype/2.wav,role-jobtype,small,faster-whisper,cuda,float16,false,false,false,12.072625,0.300960,0.024929,I applaud for the possible provision of junior internship at SNES International.,0.545455,0.266667,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__role_jobtype_03,role_jobtype_03,raw/role-jobtype/3.wav,role-jobtype,small,faster-whisper,cuda,float16,false,false,false,12.286000,0.296625,0.024143,I applied for the top engineer internship at MWARCTI.,0.300000,0.200000,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__role_jobtype_04,role_jobtype_04,raw/role-jobtype/4.wav,role-jobtype,small,faster-whisper,cuda,float16,false,false,false,8.872687,0.301858,0.034021,I applaud for a full-time senior AI engineer group for their election.,0.545455,0.333333,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__role_jobtype_05,role_jobtype_05,raw/role-jobtype/5.wav,role-jobtype,small,faster-whisper,cuda,float16,false,false,false,13.950000,0.302548,0.021688,I applaud for graduate engineer Trini and AI engineer opportunities at Rockwell Automation.,0.153846,0.053763,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__role_jobtype_06,role_jobtype_06,raw/role-jobtype/6.wav,role-jobtype,small,faster-whisper,cuda,float16,false,false,false,11.432625,0.267820,0.023426,I applied for platform in your old net data annotation.,0.777778,0.254237,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__short_01,short_01,raw/short/1.wav,short,small,faster-whisper,cuda,float16,false,false,false,10.664687,0.315484,0.029582,Add a boot code in private limit as an intensive application for the engineer room.,0.615385,0.200000,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__short_02,short_02,raw/short/2.wav,short,small,faster-whisper,cuda,float16,false,false,false,11.006000,0.287155,0.026091,"Mark, please support self-controllable application as a director.",0.857143,0.482759,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__short_03,short_03,raw/short/3.wav,short,small,faster-whisper,cuda,float16,false,false,false,10.707313,0.296315,0.027674,Set the priority of postal sevens consulting application to medium.,0.272727,0.098592,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__short_04,short_04,raw/short/4.wav,short,small,faster-whisper,cuda,float16,false,false,false,13.694000,0.326260,0.023825,Update the current stage for item AI to apply network follow talk and engage.,0.428571,0.197674,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__short_05,short_05,raw/short/5.wav,short,small,faster-whisper,cuda,float16,false,false,false,12.030000,0.298865,0.024843,Add a node for Rockwell Automation saying that I will receive a referral before applying.,0.214286,0.082353,,,,,,,,,
fw_small_fp16_vad_off_prompt_off__short_06,short_06,raw/short/6.wav,short,small,faster-whisper,cuda,float16,false,false,false,11.816688,0.334189,0.028281,Set the next action for SPS International to check whether the whole device address is available.,0.250000,0.129032,,,,,,,,,
